order_id,customer_id,stock_id,order_date,order_time,order_type,order_mode,exchange,quantity,price_per_unit,gross_amount,brokerage_fee,tax_amount,net_amount,order_status,payment_id
7224,2106,7,2023-01-02,09:51:00,BUY,Limit,BSE,255,413.34,105401.7,20.0,105.4,105527.1,COMPLETED,507224
88652,2092,123,2023-01-02,09:53:03,BUY,Market,NSE,36,1863.46,67084.56,20.0,67.08,67171.64,COMPLETED,588652
77084,227,172,2023-01-02,09:54:00,BUY,Stop-Loss,NSE,284,42.13,11964.92,5.0,11.96,11981.88,COMPLETED,577084
98938,1328,229,2023-01-02,09:56:32,SELL,Market,BSE,185,3577.31,661802.35,20.0,661.8,662484.15,COMPLETED,598938
17737,148,82,2023-01-02,09:59:01,BUY,Market,NSE,366,3497.61,1280125.26,20.0,1280.13,1281425.39,COMPLETED,517737
60598,2876,170,2023-01-02,09:59:16,BUY,Limit,NSE,343,2045.25,701520.75,20.0,701.52,702242.27,COMPLETED,560598
73396,3548,189,2023-01-02,09:59:43,SELL,Market,BSE,405,1594.26,645675.3,20.0,645.68,646340.98,CANCELLED,
90376,3550,142,2023-01-02,10:01:25,BUY,Market,NSE,437,3560.12,1555772.44,20.0,1555.77,1557348.21,COMPLETED,590376
88288,3548,88,2023-01-02,10:01:39,SELL,Market,NSE,300,911.76,273528.0,20.0,273.53,273821.53,COMPLETED,588288
77954,3550,280,2023-01-02,10:06:28,SELL,Stop-Loss,NSE,442,2505.62,1107484.04,20.0,1107.48,1108611.52,COMPLETED,577954
7695,582,259,2023-01-02,10:08:43,SELL,Market,NSE,313,1227.64,384251.32,20.0,384.25,384655.57,COMPLETED,507695
17016,2609,284,2023-01-02,10:10:42,BUY,Limit,NSE,279,3162.44,882320.76,20.0,882.32,883223.08,CANCELLED,
54724,4307,6,2023-01-02,10:17:45,SELL,Limit,NSE,402,2944.71,1183773.42,20.0,1183.77,1184977.19,COMPLETED,554724
72957,488,90,2023-01-02,10:18:32,BUY,Market,NSE,318,2097.91,667135.38,20.0,667.14,667822.52,COMPLETED,572957
86534,3003,284,2023-01-02,10:21:29,SELL,Market,NSE,329,3065.1,1008417.9,20.0,1008.42,1009446.32,COMPLETED,586534
38636,874,289,2023-01-02,10:28:21,SELL,Market,NSE,497,1443.63,717484.11,20.0,717.48,718221.59,COMPLETED,538636
18012,2431,267,2023-01-02,10:32:30,BUY,Limit,BSE,65,3609.23,234599.95,20.0,234.6,234854.55,COMPLETED,518012
63026,4935,227,2023-01-02,10:33:14,BUY,Market,NSE,152,3410.01,518321.52,20.0,518.32,518859.84,COMPLETED,563026
24407,2573,213,2023-01-02,10:36:53,SELL,Stop-Loss,NSE,177,1178.0,208506.0,20.0,208.51,208734.51,COMPLETED,524407
45401,4880,80,2023-01-02,10:37:04,BUY,Market,NSE,332,816.52,271084.64,20.0,271.08,271375.72,COMPLETED,545401
53591,2569,263,2023-01-02,10:50:25,SELL,Market,BSE,6,2919.22,17515.32,5.25,17.52,17538.09,COMPLETED,553591
17511,4198,256,2023-01-02,10:51:04,SELL,Limit,NSE,463,192.49,89122.87,20.0,89.12,89231.99,CANCELLED,
25366,2525,272,2023-01-02,10:53:00,BUY,Market,BSE,55,1164.14,64027.7,19.21,64.03,64110.94,COMPLETED,525366
90215,4721,9,2023-01-02,10:54:18,BUY,Market,NSE,85,3514.72,298751.2,20.0,298.75,299069.95,COMPLETED,590215
61481,2689,99,2023-01-02,11:06:08,BUY,Limit,BSE,156,2915.36,454796.16,20.0,454.8,455270.96,COMPLETED,561481
76838,2476,233,2023-01-02,11:06:54,BUY,Limit,NSE,305,522.8,159454.0,20.0,159.45,159633.45,COMPLETED,576838
28515,1447,100,2023-01-02,11:13:26,SELL,Limit,BSE,49,2382.13,116724.37,20.0,116.72,116861.09,COMPLETED,528515
17107,3828,61,2023-01-02,11:16:20,SELL,Stop-Loss,BSE,90,3443.49,309914.1,20.0,309.91,310244.01,COMPLETED,517107
8378,3491,181,2023-01-02,11:17:39,BUY,Limit,NSE,489,1808.1,884160.9,20.0,884.16,885065.06,COMPLETED,508378
41392,345,65,2023-01-02,11:19:13,SELL,Stop-Loss,BSE,151,2008.64,303304.64,20.0,303.3,303627.94,COMPLETED,541392
7168,227,48,2023-01-02,11:20:34,BUY,Limit,NSE,411,3181.63,1307649.93,20.0,1307.65,1308977.58,COMPLETED,507168
20357,4582,292,2023-01-02,11:22:49,SELL,Limit,NSE,327,3621.49,1184227.23,20.0,1184.23,1185431.46,COMPLETED,520357
81831,2485,219,2023-01-02,11:34:37,BUY,Market,NSE,262,3161.2,828234.4,20.0,828.23,829082.63,COMPLETED,581831
42324,907,160,2023-01-02,11:36:32,SELL,Market,NSE,197,2700.8,532057.6,20.0,532.06,532609.66,COMPLETED,542324
18048,1377,195,2023-01-02,11:37:22,BUY,Limit,NSE,259,3766.84,975611.56,20.0,975.61,976607.17,COMPLETED,518048
41515,2282,112,2023-01-02,11:38:03,BUY,Market,NSE,195,2356.5,459517.5,20.0,459.52,459997.02,COMPLETED,541515
29114,4901,186,2023-01-02,11:42:18,SELL,Stop-Loss,NSE,258,306.47,79069.26,20.0,79.07,79168.33,COMPLETED,529114
7980,789,186,2023-01-02,11:45:26,BUY,Limit,NSE,126,284.93,35901.18,10.77,35.9,35947.85,COMPLETED,507980
69240,488,232,2023-01-02,11:46:05,BUY,Market,NSE,75,1224.22,91816.5,20.0,91.82,91928.32,COMPLETED,569240
11955,3207,59,2023-01-02,11:51:06,BUY,Stop-Loss,BSE,261,3137.89,818989.29,20.0,818.99,819828.28,COMPLETED,511955
95718,4332,138,2023-01-02,11:51:15,BUY,Limit,BSE,253,1632.52,413027.56,20.0,413.03,413460.59,COMPLETED,595718
39131,4975,189,2023-01-02,11:53:10,BUY,Stop-Loss,BSE,259,1564.37,405171.83,20.0,405.17,405597.0,COMPLETED,539131
66006,2759,267,2023-01-02,12:01:24,SELL,Market,BSE,281,3550.64,997729.84,20.0,997.73,998747.57,COMPLETED,566006
98043,2678,150,2023-01-02,12:05:26,BUY,Market,NSE,208,1100.24,228849.92,20.0,228.85,229098.77,COMPLETED,598043
23464,3550,118,2023-01-02,12:05:27,BUY,Market,BSE,284,927.37,263373.08,20.0,263.37,263656.45,COMPLETED,523464
11902,3212,20,2023-01-02,12:10:21,SELL,Market,BSE,98,1736.44,170171.12,20.0,170.17,170361.29,COMPLETED,511902
11741,3795,295,2023-01-02,12:11:12,BUY,Market,NSE,200,1159.18,231836.0,20.0,231.84,232087.84,CANCELLED,
70308,1599,91,2023-01-02,12:11:27,BUY,Stop-Loss,NSE,229,2488.96,569971.84,20.0,569.97,570561.81,COMPLETED,570308
93208,3207,123,2023-01-02,12:12:32,SELL,Limit,NSE,234,1984.8,464443.2,20.0,464.44,464927.64,COMPLETED,593208
43243,4314,164,2023-01-02,12:14:31,SELL,Limit,NSE,26,3674.68,95541.68,20.0,95.54,95657.22,COMPLETED,543243
64915,2801,55,2023-01-02,12:22:39,SELL,Limit,BSE,496,4029.79,1998775.84,20.0,1998.78,2000794.62,COMPLETED,564915
67864,1815,89,2023-01-02,12:23:58,SELL,Market,NSE,284,2946.24,836732.16,20.0,836.73,837588.89,COMPLETED,567864
54256,2377,247,2023-01-02,12:25:59,SELL,Limit,NSE,180,3100.63,558113.4,20.0,558.11,558691.51,COMPLETED,554256
19958,1941,33,2023-01-02,12:26:55,BUY,Stop-Loss,NSE,483,3101.76,1498150.08,20.0,1498.15,1499668.23,COMPLETED,519958
58017,1939,34,2023-01-02,12:32:20,BUY,Market,NSE,190,1886.66,358465.4,20.0,358.47,358843.87,COMPLETED,558017
14291,1889,169,2023-01-02,12:33:40,BUY,Limit,BSE,353,3782.33,1335162.49,20.0,1335.16,1336517.65,COMPLETED,514291
28858,1996,292,2023-01-02,12:34:50,SELL,Market,NSE,72,3601.39,259300.08,20.0,259.3,259579.38,COMPLETED,528858
16122,3521,217,2023-01-02,12:39:03,BUY,Market,NSE,414,3958.74,1638918.36,20.0,1638.92,1640577.28,COMPLETED,516122
80355,81,122,2023-01-02,12:41:10,BUY,Stop-Loss,BSE,63,300.86,18954.18,5.69,18.95,18978.82,COMPLETED,580355
50622,2932,137,2023-01-02,12:41:40,BUY,Market,BSE,185,338.59,62639.15,18.79,62.64,62720.58,COMPLETED,550622
67852,1939,215,2023-01-02,12:42:45,SELL,Limit,BSE,39,1589.63,61995.57,18.6,62.0,62076.17,COMPLETED,567852
2130,1328,207,2023-01-02,12:44:37,SELL,Market,BSE,209,1786.1,373294.9,20.0,373.29,373688.19,COMPLETED,502130
74679,1031,157,2023-01-02,12:45:00,SELL,Limit,NSE,318,1486.69,472767.42,20.0,472.77,473260.19,COMPLETED,574679
48540,86,195,2023-01-02,12:46:18,BUY,Stop-Loss,NSE,102,3460.77,352998.54,20.0,353.0,353371.54,COMPLETED,548540
98085,4041,55,2023-01-02,12:48:26,SELL,Market,BSE,142,3810.57,541100.94,20.0,541.1,541662.04,COMPLETED,598085
1591,31,245,2023-01-02,12:53:02,BUY,Stop-Loss,NSE,228,1483.17,338162.76,20.0,338.16,338520.92,COMPLETED,501591
58277,1698,158,2023-01-02,12:55:25,SELL,Limit,NSE,21,438.29,9204.09,5.0,9.2,9218.29,COMPLETED,558277
43452,4750,109,2023-01-02,12:57:24,BUY,Limit,BSE,447,3557.65,1590269.55,20.0,1590.27,1591879.82,COMPLETED,543452
98784,589,132,2023-01-02,13:06:44,SELL,Limit,NSE,393,2622.47,1030630.71,20.0,1030.63,1031681.34,COMPLETED,598784
70306,1939,232,2023-01-02,13:14:15,BUY,Limit,NSE,229,1215.04,278244.16,20.0,278.24,278542.4,COMPLETED,570306
90781,1815,189,2023-01-02,13:14:40,BUY,Market,BSE,315,1498.05,471885.75,20.0,471.89,472377.64,COMPLETED,590781
31658,2746,20,2023-01-02,13:20:36,BUY,Market,BSE,92,1662.36,152937.12,20.0,152.94,153110.06,COMPLETED,531658
88366,2594,270,2023-01-02,13:21:36,SELL,Stop-Loss,BSE,288,934.48,269130.24,20.0,269.13,269419.37,COMPLETED,588366
60046,3314,252,2023-01-02,13:24:00,SELL,Limit,NSE,227,2512.77,570398.79,20.0,570.4,570989.19,COMPLETED,560046
98685,3550,193,2023-01-02,13:26:30,BUY,Limit,NSE,140,2771.69,388036.6,20.0,388.04,388444.64,COMPLETED,598685
13903,1328,16,2023-01-02,13:28:21,SELL,Market,BSE,481,189.71,91250.51,20.0,91.25,91361.76,COMPLETED,513903
36447,4315,257,2023-01-02,13:29:15,BUY,Stop-Loss,NSE,355,3631.07,1289029.85,20.0,1289.03,1290338.88,COMPLETED,536447
6679,4155,164,2023-01-02,13:31:21,BUY,Market,NSE,269,3565.94,959237.86,20.0,959.24,960217.1,COMPLETED,506679
9332,4083,201,2023-01-02,13:34:59,SELL,Limit,NSE,17,2562.8,43567.6,13.07,43.57,43624.24,COMPLETED,509332
38190,885,95,2023-01-02,13:40:14,SELL,Limit,NSE,364,3262.93,1187706.52,20.0,1187.71,1188914.23,COMPLETED,538190
90255,1389,91,2023-01-02,13:42:20,SELL,Market,NSE,52,2335.5,121446.0,20.0,121.45,121587.45,COMPLETED,590255
66155,1130,50,2023-01-02,13:46:44,BUY,Market,NSE,181,1385.1,250703.1,20.0,250.7,250973.8,COMPLETED,566155
55057,3550,82,2023-01-02,13:48:37,BUY,Limit,NSE,358,3537.58,1266453.64,20.0,1266.45,1267740.09,COMPLETED,555057
85206,3550,260,2023-01-02,13:50:01,SELL,Limit,NSE,366,4041.81,1479302.46,20.0,1479.3,1480801.76,COMPLETED,585206
62439,2609,105,2023-01-02,13:51:36,BUY,Market,NSE,343,3267.55,1120769.65,20.0,1120.77,1121910.42,COMPLETED,562439
33004,280,290,2023-01-02,13:52:00,BUY,Market,NSE,248,510.83,126685.84,20.0,126.69,126832.53,COMPLETED,533004
37707,3490,109,2023-01-02,13:53:19,BUY,Limit,BSE,228,3500.17,798038.76,20.0,798.04,798856.8,COMPLETED,537707
60619,4616,295,2023-01-02,13:54:15,SELL,Market,NSE,173,1129.92,195476.16,20.0,195.48,195691.64,COMPLETED,560619
79930,51,186,2023-01-02,13:57:15,SELL,Market,NSE,376,314.69,118323.44,20.0,118.32,118461.76,COMPLETED,579930
10750,4079,187,2023-01-02,14:02:37,SELL,Market,NSE,468,1511.3,707288.4,20.0,707.29,708015.69,COMPLETED,510750
73628,3066,82,2023-01-02,14:07:01,BUY,Limit,NSE,19,3666.16,69657.04,20.0,69.66,69746.7,COMPLETED,573628
46763,1096,183,2023-01-02,14:10:19,BUY,Market,NSE,198,2207.96,437176.08,20.0,437.18,437633.26,COMPLETED,546763
71429,2760,278,2023-01-02,14:15:09,BUY,Limit,BSE,6,1364.28,8185.68,5.0,8.19,8198.87,COMPLETED,571429
45399,4529,209,2023-01-02,14:16:44,BUY,Limit,NSE,337,429.74,144822.38,20.0,144.82,144987.2,COMPLETED,545399
40719,3253,54,2023-01-02,14:18:10,SELL,Market,NSE,180,1843.61,331849.8,20.0,331.85,332201.65,PENDING,
28540,3885,2,2023-01-02,14:20:35,BUY,Market,NSE,282,3832.86,1080866.52,20.0,1080.87,1081967.39,PENDING,
69329,2876,76,2023-01-02,14:26:59,BUY,Stop-Loss,NSE,192,2107.36,404613.12,20.0,404.61,405037.73,COMPLETED,569329
35147,3550,222,2023-01-02,14:27:40,BUY,Limit,BSE,284,3614.51,1026520.84,20.0,1026.52,1027567.36,COMPLETED,535147
26552,2242,222,2023-01-02,14:30:09,BUY,Limit,BSE,177,3676.69,650774.13,20.0,650.77,651444.9,COMPLETED,526552
97832,3975,152,2023-01-02,14:31:30,SELL,Market,BSE,396,2145.68,849689.28,20.0,849.69,850558.97,COMPLETED,597832
33696,1553,234,2023-01-02,14:31:52,BUY,Stop-Loss,BSE,306,3559.16,1089102.96,20.0,1089.1,1090212.06,COMPLETED,533696
89165,1815,67,2023-01-02,14:35:08,SELL,Market,NSE,39,3522.95,137395.05,20.0,137.4,137552.45,COMPLETED,589165
43389,2767,193,2023-01-02,14:38:51,BUY,Market,NSE,367,2736.45,1004277.15,20.0,1004.28,1005301.43,COMPLETED,543389
67126,1323,75,2023-01-02,14:40:57,BUY,Stop-Loss,NSE,189,1747.41,330260.49,20.0,330.26,330610.75,COMPLETED,567126
46803,4185,161,2023-01-02,14:41:23,SELL,Market,NSE,12,2590.5,31086.0,9.33,31.09,31126.42,COMPLETED,546803
9894,1939,75,2023-01-02,14:42:12,SELL,Market,NSE,185,1701.43,314764.55,20.0,314.76,315099.31,COMPLETED,509894
59539,4670,54,2023-01-02,14:43:56,BUY,Limit,NSE,2,1848.65,3697.3,5.0,3.7,3706.0,COMPLETED,559539
72963,3478,66,2023-01-02,14:45:16,SELL,Market,BSE,430,3839.95,1651178.5,20.0,1651.18,1652849.68,COMPLETED,572963
76256,182,13,2023-01-02,14:48:25,SELL,Market,BSE,17,2332.5,39652.5,11.9,39.65,39704.05,FAILED,
78010,2943,189,2023-01-02,14:49:52,SELL,Limit,BSE,255,1554.91,396502.05,20.0,396.5,396918.55,COMPLETED,578010
75897,3225,87,2023-01-02,14:52:21,BUY,Stop-Loss,NSE,9,206.54,1858.86,5.0,1.86,1865.72,COMPLETED,575897
29275,1733,202,2023-01-02,14:53:48,SELL,Limit,NSE,492,3706.4,1823548.8,20.0,1823.55,1825392.35,COMPLETED,529275
39036,2464,147,2023-01-02,14:55:48,BUY,Market,NSE,418,3281.54,1371683.72,20.0,1371.68,1373075.4,COMPLETED,539036
42959,2211,58,2023-01-02,14:57:02,SELL,Market,NSE,204,3691.17,752998.68,20.0,753.0,753771.68,COMPLETED,542959
91349,973,203,2023-01-02,14:58:27,BUY,Market,BSE,253,538.02,136119.06,20.0,136.12,136275.18,COMPLETED,591349
11261,4514,286,2023-01-03,09:03:12,BUY,Stop-Loss,NSE,464,2589.1,1201342.4,20.0,1201.34,1202563.74,COMPLETED,511261
63374,3550,9,2023-01-03,09:03:37,BUY,Market,NSE,75,3489.8,261735.0,20.0,261.74,262016.74,COMPLETED,563374
85972,1314,212,2023-01-03,09:03:43,BUY,Limit,BSE,477,2669.36,1273284.72,20.0,1273.28,1274578.0,COMPLETED,585972
66905,4092,190,2023-01-03,09:05:27,SELL,Market,NSE,50,1278.1,63905.0,19.17,63.9,63988.07,COMPLETED,566905
65915,3665,170,2023-01-03,09:09:13,BUY,Limit,NSE,324,1986.63,643668.12,20.0,643.67,644331.79,COMPLETED,565915
44836,2415,185,2023-01-03,09:10:56,SELL,Limit,NSE,6,1118.61,6711.66,5.0,6.71,6723.37,COMPLETED,544836
51227,2506,5,2023-01-03,09:14:16,SELL,Market,BSE,221,3069.62,678386.02,20.0,678.39,679084.41,COMPLETED,551227
7962,456,185,2023-01-03,09:16:20,BUY,Market,NSE,165,1105.88,182470.2,20.0,182.47,182672.67,COMPLETED,507962
40322,4185,139,2023-01-03,09:17:44,SELL,Market,BSE,238,1309.97,311772.86,20.0,311.77,312104.63,COMPLETED,540322
3151,825,296,2023-01-03,09:19:49,SELL,Limit,NSE,132,1894.77,250109.64,20.0,250.11,250379.75,COMPLETED,503151
99059,4063,243,2023-01-03,09:25:17,SELL,Limit,BSE,301,3599.84,1083551.84,20.0,1083.55,1084655.39,COMPLETED,599059
26743,1389,9,2023-01-03,09:26:46,SELL,Limit,NSE,117,3521.55,412021.35,20.0,412.02,412453.37,COMPLETED,526743
72442,2472,230,2023-01-03,09:27:57,BUY,Limit,BSE,250,1635.49,408872.5,20.0,408.87,409301.37,COMPLETED,572442
90441,129,51,2023-01-03,09:28:17,BUY,Limit,BSE,206,2734.59,563325.54,20.0,563.33,563908.87,COMPLETED,590441
12699,2609,21,2023-01-03,09:31:35,BUY,Limit,BSE,116,1234.93,143251.88,20.0,143.25,143415.13,COMPLETED,512699
19499,129,119,2023-01-03,09:35:03,BUY,Stop-Loss,BSE,261,1833.66,478585.26,20.0,478.59,479083.85,COMPLETED,519499
84184,2772,282,2023-01-03,09:37:02,BUY,Limit,NSE,339,3483.05,1180753.95,20.0,1180.75,1181954.7,COMPLETED,584184
94801,3153,209,2023-01-03,09:38:31,SELL,Market,NSE,398,415.3,165289.4,20.0,165.29,165474.69,COMPLETED,594801
28569,4306,90,2023-01-03,09:45:18,SELL,Market,NSE,52,2054.17,106816.84,20.0,106.82,106943.66,COMPLETED,528569
64699,292,264,2023-01-03,09:47:32,SELL,Market,NSE,302,226.57,68424.14,20.0,68.42,68512.56,COMPLETED,564699
29049,1784,126,2023-01-03,09:57:01,BUY,Market,NSE,382,2546.84,972892.88,20.0,972.89,973885.77,COMPLETED,529049
56518,4288,209,2023-01-03,09:57:29,SELL,Market,NSE,208,426.23,88655.84,20.0,88.66,88764.5,COMPLETED,556518
64876,2470,247,2023-01-03,10:00:14,BUY,Market,NSE,137,3327.16,455820.92,20.0,455.82,456296.74,COMPLETED,564876
70416,1616,292,2023-01-03,10:01:25,BUY,Limit,NSE,145,3616.09,524333.05,20.0,524.33,524877.38,COMPLETED,570416
99495,3789,37,2023-01-03,10:01:56,SELL,Limit,BSE,381,3831.09,1459645.29,20.0,1459.65,1461124.94,CANCELLED,
7875,3940,299,2023-01-03,10:05:54,BUY,Market,NSE,214,496.62,106276.68,20.0,106.28,106402.96,CANCELLED,
64286,390,119,2023-01-03,10:09:22,SELL,Market,BSE,232,1771.04,410881.28,20.0,410.88,411312.16,COMPLETED,564286
90119,1314,256,2023-01-03,10:12:15,SELL,Limit,NSE,483,188.5,91045.5,20.0,91.05,91156.55,COMPLETED,590119
50364,2738,83,2023-01-03,10:13:09,BUY,Market,NSE,46,597.79,27498.34,8.25,27.5,27534.09,COMPLETED,550364
82509,134,215,2023-01-03,10:15:11,BUY,Limit,BSE,372,1628.74,605891.28,20.0,605.89,606517.17,COMPLETED,582509
15782,4583,287,2023-01-03,10:15:24,BUY,Market,NSE,130,2783.29,361827.7,20.0,361.83,362209.53,PENDING,
41776,2639,82,2023-01-03,10:17:40,BUY,Stop-Loss,NSE,17,3504.51,59576.67,17.87,59.58,59654.12,COMPLETED,541776
79791,3550,152,2023-01-03,10:17:45,SELL,Stop-Loss,BSE,461,2025.26,933644.86,20.0,933.64,934598.5,COMPLETED,579791
21181,1527,113,2023-01-03,10:21:17,BUY,Market,NSE,294,3323.65,977153.1,20.0,977.15,978150.25,COMPLETED,521181
97852,4360,150,2023-01-03,10:23:21,SELL,Market,NSE,263,1111.39,292295.57,20.0,292.3,292607.87,COMPLETED,597852
52202,200,117,2023-01-03,10:25:33,BUY,Market,NSE,72,952.36,68569.92,20.0,68.57,68658.49,COMPLETED,552202
87731,2901,139,2023-01-03,10:28:45,BUY,Limit,BSE,413,1307.65,540059.45,20.0,540.06,540619.51,COMPLETED,587731
17792,1172,239,2023-01-03,10:30:22,BUY,Limit,NSE,233,2496.49,581682.17,20.0,581.68,582283.85,COMPLETED,517792
80906,2247,28,2023-01-03,10:30:22,SELL,Limit,NSE,384,909.13,349105.92,20.0,349.11,349475.03,COMPLETED,580906
14006,278,72,2023-01-03,10:33:35,BUY,Market,BSE,240,1067.73,256255.2,20.0,256.26,256531.46,COMPLETED,514006
8268,4986,243,2023-01-03,10:36:53,BUY,Limit,BSE,231,3714.66,858086.46,20.0,858.09,858964.55,COMPLETED,508268
46840,3648,285,2023-01-03,10:38:51,BUY,Market,NSE,416,1301.29,541336.64,20.0,541.34,541897.98,COMPLETED,546840
43321,4785,117,2023-01-03,10:40:36,SELL,Stop-Loss,NSE,333,927.63,308900.79,20.0,308.9,309229.69,COMPLETED,543321
99406,2654,49,2023-01-03,10:44:06,BUY,Market,BSE,183,417.34,76373.22,20.0,76.37,76469.59,COMPLETED,599406
89903,3263,206,2023-01-03,10:46:45,SELL,Stop-Loss,BSE,3,2023.06,6069.18,5.0,6.07,6080.25,COMPLETED,589903
79989,1328,122,2023-01-03,10:48:47,SELL,Market,BSE,328,296.82,97356.96,20.0,97.36,97474.32,COMPLETED,579989
74212,4500,255,2023-01-03,10:50:09,BUY,Limit,NSE,150,1866.37,279955.5,20.0,279.96,280255.46,COMPLETED,574212
12439,2899,52,2023-01-03,10:50:46,SELL,Market,BSE,347,2961.23,1027546.81,20.0,1027.55,1028594.36,COMPLETED,512439
17711,4901,61,2023-01-03,10:52:58,SELL,Market,BSE,93,3449.95,320845.35,20.0,320.85,321186.2,COMPLETED,517711
70297,2920,250,2023-01-03,11:02:15,SELL,Market,BSE,339,2407.79,816240.81,20.0,816.24,817077.05,CANCELLED,
47187,3550,141,2023-01-03,11:06:06,SELL,Market,NSE,100,2537.28,253728.0,20.0,253.73,254001.73,CANCELLED,
40178,1996,28,2023-01-03,11:08:48,SELL,Market,NSE,380,870.85,330923.0,20.0,330.92,331273.92,COMPLETED,540178
91823,972,86,2023-01-03,11:09:03,BUY,Market,BSE,493,3456.17,1703891.81,20.0,1703.89,1705615.7,COMPLETED,591823
3284,2786,142,2023-01-03,11:09:38,SELL,Limit,NSE,492,3772.32,1855981.44,20.0,1855.98,1857857.42,COMPLETED,503284
68737,4566,260,2023-01-03,11:15:34,BUY,Market,NSE,98,3903.37,382530.26,20.0,382.53,382932.79,COMPLETED,568737
74733,4289,231,2023-01-03,11:16:32,SELL,Limit,NSE,344,2421.59,833026.96,20.0,833.03,833879.99,COMPLETED,574733
2594,2247,35,2023-01-03,11:20:37,BUY,Market,NSE,142,1164.2,165316.4,20.0,165.32,165501.72,COMPLETED,502594
31224,3014,194,2023-01-03,11:22:59,SELL,Limit,BSE,414,620.17,256750.38,20.0,256.75,257027.13,COMPLETED,531224
49390,2813,120,2023-01-03,11:24:12,SELL,Market,BSE,294,2526.61,742823.34,20.0,742.82,743586.16,COMPLETED,549390
25284,4315,192,2023-01-03,11:25:04,SELL,Limit,NSE,116,1754.87,203564.92,20.0,203.56,203788.48,COMPLETED,525284
97360,2828,74,2023-01-03,11:30:25,SELL,Market,NSE,249,3900.62,971254.38,20.0,971.25,972245.63,COMPLETED,597360
88991,163,186,2023-01-03,11:36:08,BUY,Stop-Loss,NSE,314,311.86,97924.04,20.0,97.92,98041.96,COMPLETED,588991
9526,2001,36,2023-01-03,11:37:54,BUY,Market,NSE,333,3606.29,1200894.57,20.0,1200.89,1202115.46,COMPLETED,509526
24009,1807,270,2023-01-03,11:40:27,SELL,Market,BSE,19,996.05,18924.95,5.68,18.92,18949.55,COMPLETED,524009
66103,3885,13,2023-01-03,11:49:39,BUY,Market,BSE,279,2244.01,626078.79,20.0,626.08,626724.87,PENDING,
86137,3171,213,2023-01-03,11:55:47,BUY,Limit,NSE,394,1124.15,442915.1,20.0,442.92,443378.02,COMPLETED,586137
35434,4975,258,2023-01-03,11:57:34,SELL,Market,NSE,326,61.5,20049.0,6.01,20.05,20075.06,COMPLETED,535434
